"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","LOPQ010.fasta","LOPR010.fasta"
"yhdY","","Inner membrane amino-acid ABC transporter permease protein YhdY","2","2","1","86","25","","","","1103","1103","1103","PHNCKJFH_00005","JLKMCBGM_00196"
"prpC","","2-methylcitrate synthase","2","2","1","82","163","","","","1169","1169","1169","PHNCKJFH_03980","JLKMCBGM_00352"
"dedD","","Cell division protein DedD","2","2","1","85","317","","","","662","662","662","PHNCKJFH_03047","JLKMCBGM_00968"
"hslU","","ATP-dependent protease ATPase subunit HslU","2","2","1","78","42","","","","1331","1331","1331","PHNCKJFH_02565","JLKMCBGM_01467"
"cysC","","Adenylyl-sulfate kinase","2","2","1","86","551","","","","605","605","605","PHNCKJFH_01093","JLKMCBGM_03337"
"uacT","","Uric acid transporter UacT","2","2","1","86","414","","","","1448","1448","1448","PHNCKJFH_00379","JLKMCBGM_02623"
"priB","","Primosomal replication protein N","2","2","1","83","321","","","","314","314","314","PHNCKJFH_01750","JLKMCBGM_00476"
"group_3","","IS3 family transposase IS2","2","2","1","83","234","","","","764","905","834","PHNCKJFH_01960","JLKMCBGM_01241"
"rcsB_1","","putative response regulatory protein YgeK","2","2","1","86","655","","","","443","632","537","PHNCKJFH_00420","JLKMCBGM_03445"
"dmlR_1","","HTH-type transcriptional regulator DmlR","2","2","1","74","4","","","","899","971","935","PHNCKJFH_02627","JLKMCBGM_00241"
"sucB","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","2","2","1","84","283","","","","1217","1217","1217","PHNCKJFH_03596","JLKMCBGM_03666"
"phrB","","Deoxyribodipyrimidine photo-lyase","2","2","1","84","263","","","","1418","1418","1418","PHNCKJFH_03615","JLKMCBGM_03647"
"group_3002","","hypothetical protein","2","2","1","87","886","","","","1052","1052","1052","PHNCKJFH_03628","JLKMCBGM_02079"
"nth","","Endonuclease III","2","2","1","87","740","","","","635","635","635","PHNCKJFH_01997","JLKMCBGM_01649"
"codB","","Cytosine permease","2","2","1","82","166","","","","1259","1259","1259","PHNCKJFH_03983","JLKMCBGM_00355"
"ydfO","","putative protein YdfO","2","2","1","87","313","","","","404","404","404","PHNCKJFH_03709","JLKMCBGM_04072"
"group_3006","","hypothetical protein","2","2","1","87","188","","","","173","173","173","PHNCKJFH_04250","JLKMCBGM_01218"
"appB","","Cytochrome bd-II ubiquinol oxidase subunit 2","2","2","1","84","542","","","","1136","1136","1136","PHNCKJFH_00725","JLKMCBGM_03919"
"group_3008","","putative ketoamine kinase","2","2","1","87","650","","","","860","860","860","PHNCKJFH_02091","JLKMCBGM_01743"
"exbD","","Biopolymer transport protein ExbD","2","2","1","86","285","","","","425","425","425","PHNCKJFH_00260","JLKMCBGM_04725"
"group_301","","IS91 family transposase ISSbo1","2","2","1","69","28","","","","266","1199","732","PHNCKJFH_02660","JLKMCBGM_02434"
"secY","","Protein translocase subunit SecY","2","2","1","76","40","","","","1331","1331","1331","PHNCKJFH_03804","JLKMCBGM_02682"
"phoP","","Transcriptional regulatory protein PhoP","2","2","1","87","320","","","","671","671","671","PHNCKJFH_03702","JLKMCBGM_04079"
"treR","","HTH-type transcriptional regulator TreR","2","2","1","83","274","","","","947","947","947","PHNCKJFH_01792","JLKMCBGM_00515"
"nemR","","HTH-type transcriptional repressor NemR","2","2","1","87","723","","","","599","599","599","PHNCKJFH_02014","JLKMCBGM_01666"
"hypA","","Hydrogenase maturation factor HypA","2","2","1","86","526","","","","350","350","350","PHNCKJFH_01118","JLKMCBGM_03312"
"ftnA_2","","Bacterial non-heme ferritin","2","2","1","87","469","","","","497","497","497","PHNCKJFH_02499","JLKMCBGM_01921"
"yhhS","","putative MFS-type transporter YhhS","2","2","1","79","137","","","","1250","1250","1250","PHNCKJFH_02199","JLKMCBGM_04299"
"ykgM","","50S ribosomal protein L31 type B","2","2","1","82","132","","","","266","266","266","PHNCKJFH_03947","JLKMCBGM_00318"
"adk","","Adenylate kinase","2","2","1","82","86","","","","644","644","644","PHNCKJFH_04112","JLKMCBGM_02388"
"yqiD","","Protein YqiD","2","2","1","86","253","","","","170","170","170","PHNCKJFH_00228","JLKMCBGM_04693"
"cbl","","HTH-type transcriptional regulator cbl","2","2","1","75","17","","","","950","950","950","PHNCKJFH_02703","JLKMCBGM_00580"
"yhjV","","Inner membrane transport protein YhjV","2","2","1","74","25","","","","1271","1271","1271","PHNCKJFH_01870","JLKMCBGM_00221"
"yidC","","Membrane protein insertase YidC","2","2","1","80","158","","","","1646","1646","1646","PHNCKJFH_01036","JLKMCBGM_01069"
"ada","","Bifunctional transcriptional activator/DNA repair enzyme Ada","2","2","1","85","220","","","","1064","1064","1064","PHNCKJFH_03138","JLKMCBGM_00864"
"sodB","","Superoxide dismutase [Fe]","2","2","1","87","716","","","","581","581","581","PHNCKJFH_02021","JLKMCBGM_01673"
"group_3024","","hypothetical protein","2","2","1","87","776","","","","821","821","821","PHNCKJFH_01918","JLKMCBGM_01613"
"rutC","","Putative aminoacrylate peracid reductase RutC","2","2","1","84","513","","","","386","386","386","PHNCKJFH_02160","JLKMCBGM_03949"
"yqjA","","Inner membrane protein YqjA","2","2","1","86","197","","","","662","662","662","PHNCKJFH_00171","JLKMCBGM_04640"
"miaA","","tRNA dimethylallyltransferase","2","2","1","83","354","","","","950","950","950","PHNCKJFH_01719","JLKMCBGM_00439"
"elfC","","putative outer membrane usher protein ElfC","2","2","1","84","580","","","","2600","2600","2600","PHNCKJFH_00764","JLKMCBGM_03880"
"malT","","HTH-type transcriptional regulator MalT","2","2","1","79","83","","","","2705","2705","2705","PHNCKJFH_02255","JLKMCBGM_04352"
"group_303","","N-acetylgalactosamine-6-O-sulfatase","2","2","1","77","47","","","","161","1655","908","PHNCKJFH_02746","JLKMCBGM_03076"
"hybF","","Hydrogenase maturation factor HybF","2","2","1","86","298","","","","341","341","341","PHNCKJFH_00273","JLKMCBGM_04739"
"wzxE","","Lipid III flippase","2","2","1","77","74","","","","1250","1250","1250","PHNCKJFH_02736","JLKMCBGM_03086"
"modB","","Molybdenum transport system permease protein ModB","2","2","1","84","313","","","","689","689","689","PHNCKJFH_03558","JLKMCBGM_03704"
"rpmF","","50S ribosomal protein L32","2","2","1","87","918","","","","173","173","173","PHNCKJFH_03661","JLKMCBGM_03985"
"argK","","GTPase ArgK","2","2","1","86","385","","","","995","995","995","PHNCKJFH_00350","JLKMCBGM_02593"
"acuI","","putative acrylyl-CoA reductase AcuI","2","2","1","86","42","","","","974","974","974","PHNCKJFH_00022","JLKMCBGM_02496"
"bamC","","Outer membrane protein assembly factor BamC","2","2","1","85","505","","","","1034","1034","1034","PHNCKJFH_02907","JLKMCBGM_02799"
"arnC_3","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","2","2","1","85","256","","","","968","968","968","PHNCKJFH_03104","JLKMCBGM_00906"
"group_3038","","hypothetical protein","2","2","1","74","27","","","","191","191","191","PHNCKJFH_01873","JLKMCBGM_00224"
"otnK","","3-oxo-tetronate kinase","2","2","1","86","538","","","","1262","1262","1262","PHNCKJFH_01106","JLKMCBGM_03324"
"hemX","","Protein HemX","2","2","1","77","45","","","","1181","1235","1208","PHNCKJFH_02748","JLKMCBGM_03074"
"group_3040","","hypothetical protein","2","2","1","77","65","","","","218","218","218","PHNCKJFH_02727","JLKMCBGM_03095"
"group_3041","","hypothetical protein","2","2","1","81","80","","","","1229","1229","1229","PHNCKJFH_01381","JLKMCBGM_02175"
"ddlA","","D-alanine--D-alanine ligase A","2","2","1","82","203","","","","1094","1094","1094","PHNCKJFH_04021","JLKMCBGM_02297"
"rpsI","","30S ribosomal protein S9","2","2","1","86","64","","","","392","392","392","PHNCKJFH_00044","JLKMCBGM_02518"
"group_3044","","hypothetical protein","2","2","1","86","477","","","","344","344","344","PHNCKJFH_01173","JLKMCBGM_03257"
"lacI","","Lactose operon repressor","2","2","1","82","175","","","","1091","1091","1091","PHNCKJFH_03992","JLKMCBGM_00364"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","2","2","1","86","41","","","","470","470","470","PHNCKJFH_00021","JLKMCBGM_02495"
"dapF","","Diaminopimelate epimerase","2","2","1","77","39","","","","824","824","824","PHNCKJFH_02754","JLKMCBGM_03068"
"group_3048","","hypothetical protein","2","2","1","87","755","","","","578","578","578","PHNCKJFH_01982","JLKMCBGM_01634"
"patZ","","Peptidyl-lysine N-acetyltransferase PatZ","2","2","1","85","370","","","","2660","2660","2660","PHNCKJFH_02797","JLKMCBGM_02959"
"yfgJ","","putative protein YfgJ","2","2","1","85","444","","","","215","215","215","PHNCKJFH_02871","JLKMCBGM_02885"
"group_3050","","hypothetical protein","2","2","1","87","144","","","","182","182","182","PHNCKJFH_03501","JLKMCBGM_01175"
"rplW","","50S ribosomal protein L23","2","2","1","76","22","","","","302","302","302","PHNCKJFH_03786","JLKMCBGM_02700"
"rpmH","","50S ribosomal protein L34","2","2","1","80","156","","","","140","140","140","PHNCKJFH_01038","JLKMCBGM_01071"
"phoR","","Phosphate regulon sensor protein PhoR","2","2","1","82","220","","","","1295","1295","1295","PHNCKJFH_04039","JLKMCBGM_02315"
"gspB","","Putative general secretion pathway protein B","2","2","1","76","18","","","","419","419","419","PHNCKJFH_03782","JLKMCBGM_02704"
"group_3055","","hypothetical protein","2","2","1","83","448","","","","689","689","689","PHNCKJFH_03366","JLKMCBGM_03560"
"yciF","","Protein YciF","2","2","1","87","216","","","","500","500","500","PHNCKJFH_04278","JLKMCBGM_00083"
"group_3057","","hypothetical protein","2","2","1","31","1","","","Investigate","140","140","140","PHNCKJFH_03439","JLKMCBGM_02722"
"yggX","","putative Fe(2 )-trafficking protein","2","2","1","86","344","","","","275","275","275","PHNCKJFH_00309","JLKMCBGM_02552"
"htpG","","Chaperone protein HtpG","2","2","1","82","87","","","","1874","1874","1874","PHNCKJFH_04111","JLKMCBGM_02387"
"hyfG","","Hydrogenase-4 component G","2","2","1","85","494","","","","1667","1715","1691","PHNCKJFH_02895","JLKMCBGM_02809"
"group_3060","","hypothetical protein","2","2","1","87","215","","","","179","179","179","PHNCKJFH_04277","JLKMCBGM_00084"
"group_3061","","hypothetical protein","2","2","1","86","28","","","","221","221","221","PHNCKJFH_00008","JLKMCBGM_00199"
"ybjP","","putative lipoprotein YbjP","2","2","1","84","414","","","","515","515","515","PHNCKJFH_00869","JLKMCBGM_03805"
"ydgJ","","putative oxidoreductase YdgJ","2","2","1","87","749","","","","1040","1040","1040","PHNCKJFH_01988","JLKMCBGM_01640"
"phnI","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","2","2","1","83","425","","","","1064","1064","1064","PHNCKJFH_03343","JLKMCBGM_03537"
"rnpA","","Ribonuclease P protein component","2","2","1","80","157","","","","326","326","326","PHNCKJFH_01037","JLKMCBGM_01070"
"gloA","","Lactoylglutathione lyase","2","2","1","87","721","","","","407","407","407","PHNCKJFH_02016","JLKMCBGM_01668"
"arfA","","Alternative ribosome-rescue factor A","2","2","1","76","48","","","","218","218","218","PHNCKJFH_03813","JLKMCBGM_02673"
"ydjZ_1","","TVP38/TMEM64 family inner membrane protein YdjZ","2","2","1","87","625","","","","710","710","710","PHNCKJFH_02116","JLKMCBGM_01768"
"garL","","5-keto-4-deoxy-D-glucarate aldolase","2","2","1","86","169","","","","770","770","770","PHNCKJFH_00145","JLKMCBGM_04612"
"ndhB_3","","NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic","2","2","1","85","497","","","","1316","1352","1334","PHNCKJFH_02898","JLKMCBGM_02806"
"group_3070","","hypothetical protein","2","2","1","85","477","","","","152","152","152","PHNCKJFH_02878","JLKMCBGM_02826"
"cheY","","Chemotaxis protein CheY","2","2","1","87","490","","","","389","389","389","PHNCKJFH_02478","JLKMCBGM_01901"
"yfgG","","Protein YfgG","2","2","1","85","476","","","","173","173","173","PHNCKJFH_02877","JLKMCBGM_02827"
"yeeZ","","Protein YeeZ","2","2","1","75","44","","","","824","824","824","PHNCKJFH_02684","JLKMCBGM_00606"
"hyaA","","Hydrogenase-1 small chain","2","2","1","84","549","","","","1118","1118","1118","PHNCKJFH_00732","JLKMCBGM_03912"
"group_3075","","hypothetical protein","2","2","1","87","589","","","","1283","1283","1283","PHNCKJFH_02362","JLKMCBGM_01802"
"maa","","Maltose O-acetyltransferase","2","2","1","82","101","","","","551","551","551","PHNCKJFH_04097","JLKMCBGM_02373"
"plaP","","Low-affinity putrescine importer PlaP","2","2","1","75","46","","","","1358","1358","1358","PHNCKJFH_02686","JLKMCBGM_00604"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","2","2","1","79","14","","","","590","590","590","PHNCKJFH_02324","JLKMCBGM_04421"
"group_3079","","hypothetical protein","2","2","1","79","139","","","","587","587","587","PHNCKJFH_02197","JLKMCBGM_04297"
"hyfC","","Hydrogenase-4 component C","2","2","1","85","498","","","","575","947","761","PHNCKJFH_02900","JLKMCBGM_02805"
"mukF","","Chromosome partition protein MukF","2","2","1","84","598","","","","1322","1322","1322","PHNCKJFH_00781","JLKMCBGM_03862"
"mtr","","Tryptophan-specific transport protein","2","2","1","86","132","","","","1244","1244","1244","PHNCKJFH_00108","JLKMCBGM_01349"
"group_3082","","hypothetical protein","2","2","1","83","384","","","","476","476","476","PHNCKJFH_01686","JLKMCBGM_00406"
"ygiN","","putative quinol monooxygenase YgiN","2","2","1","86","264","","","","314","314","314","PHNCKJFH_00239","JLKMCBGM_04704"
"eutM","","Ethanolamine utilization protein EutM","2","2","1","85","527","","","","335","335","335","PHNCKJFH_02929","JLKMCBGM_02777"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase","2","2","1","86","437","","","","1160","1160","1160","PHNCKJFH_03835","JLKMCBGM_03215"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","2","2","1","80","72","","","","1544","1544","1544","PHNCKJFH_00633","JLKMCBGM_00117"
"gntU","","Low-affinity gluconate transporter","2","2","1","79","100","","","","1340","1340","1340","PHNCKJFH_02235","JLKMCBGM_04336"
"group_3088","pal_1","Peptidoglycan-associated lipoprotein","2","2","1","84","297","","","","521","521","521","PHNCKJFH_03581","JLKMCBGM_03681"
"arsC","","Arsenate reductase","2","2","1","72","15","","","","425","425","425","PHNCKJFH_00969","JLKMCBGM_04793"
"hyfA_2","","Hydrogenase-4 component A","2","2","1","85","501","","","","617","617","617","PHNCKJFH_02903","JLKMCBGM_02803"
"lapA","","Lipopolysaccharide assembly protein A","2","2","1","87","194","","","","308","308","308","PHNCKJFH_04256","JLKMCBGM_01224"
"group_3091","","hypothetical protein","2","2","1","81","53","","","","623","623","623","PHNCKJFH_01408","JLKMCBGM_02148"
"luxS","","S-ribosylhomocysteine lyase","2","2","1","86","492","","","","515","515","515","PHNCKJFH_01158","JLKMCBGM_03272"
"group_3093","","putative protein","2","2","1","86","590","","","","449","449","449","PHNCKJFH_00489","JLKMCBGM_03377"
"folM","","Dihydromonapterin reductase","2","2","1","87","768","","","","722","722","722","PHNCKJFH_01926","JLKMCBGM_01621"
"ynjB","","Protein YnjB","2","2","1","87","621","","","","1166","1166","1166","PHNCKJFH_02120","JLKMCBGM_01772"
"lapB_1","","Lipopolysaccharide assembly protein B","2","2","1","87","193","","","","1169","1169","1169","PHNCKJFH_04255","JLKMCBGM_01223"
"mntP","","putative manganese efflux pump MntP","2","2","1","87","552","","","","566","566","566","PHNCKJFH_02398","JLKMCBGM_01839"
"pagP","","Lipid A palmitoyltransferase PagP","2","2","1","84","63","","","","560","560","560","PHNCKJFH_01618","JLKMCBGM_04164"
"dcuR","","Transcriptional regulatory protein DcuR","2","2","1","83","400","","","","719","719","719","PHNCKJFH_01669","JLKMCBGM_03511"
"tmcA","","tRNA(Met) cytidine acetyltransferase TmcA","2","2","1","85","509","","","","2015","2015","2015","PHNCKJFH_02911","JLKMCBGM_02795"
"yhhJ","","Inner membrane transport permease YhhJ","2","2","1","72","39","","","","1124","1124","1124","PHNCKJFH_00693","JLKMCBGM_04811"
"group_3101","","hypothetical protein","2","2","1","87","581","","","","254","254","254","PHNCKJFH_02370","JLKMCBGM_01810"
"tamB","","Translocation and assembly module subunit TamB","2","2","1","83","291","","","","3779","3779","3779","PHNCKJFH_01776","JLKMCBGM_00497"
"ppa","","Inorganic pyrophosphatase","2","2","1","83","289","","","","530","530","530","PHNCKJFH_01778","JLKMCBGM_00501"
"ptsH","","Phosphocarrier protein HPr","2","2","1","85","560","","","","257","257","257","PHNCKJFH_02962","JLKMCBGM_02744"
"rpsO","","30S ribosomal protein S15","2","2","1","86","128","","","","269","269","269","PHNCKJFH_00104","JLKMCBGM_01353"
"fdhD","","Sulfur carrier protein FdhD","2","2","1","78","77","","","","833","833","833","PHNCKJFH_04208","JLKMCBGM_01502"
"group_3107","","hypothetical protein","2","2","1","87","937","","","","542","542","542","PHNCKJFH_03680","JLKMCBGM_04004"
"group_3108","","hypothetical protein","2","2","1","84","220","","","","740","740","740","PHNCKJFH_01536","JLKMCBGM_00663"
"mutH","","DNA mismatch repair protein MutH","2","2","1","86","629","","","","689","689","689","PHNCKJFH_00447","JLKMCBGM_03419"
"eutL","","Ethanolamine utilization protein EutL","2","2","1","85","536","","","","659","659","659","PHNCKJFH_02938","JLKMCBGM_02768"
"cfa","","Cyclopropane-fatty-acyl-phospholipid synthase","2","2","1","87","711","","","","1148","1148","1148","PHNCKJFH_02027","JLKMCBGM_01679"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU","2","2","1","85","425","","","","386","386","386","PHNCKJFH_02852","JLKMCBGM_02904"
"mutS2","","Endonuclease MutS2","2","2","1","85","339","","","","551","551","551","PHNCKJFH_03030","JLKMCBGM_00985"
"ybaL","","Putative cation/proton antiporter YbaL","2","2","1","82","82","","","","1676","1676","1676","PHNCKJFH_04116","JLKMCBGM_02392"
"serS","","Serine--tRNA ligase","2","2","1","84","442","","","","1292","1292","1292","PHNCKJFH_00840","JLKMCBGM_03833"
"hybD","","Hydrogenase 2 maturation protease","2","2","1","86","296","","","","494","494","494","PHNCKJFH_00271","JLKMCBGM_04737"
"group_3116","gadX_1","HTH-type transcriptional regulator GadX","2","2","1","83","408","","","","761","761","761","PHNCKJFH_01661","JLKMCBGM_03519"
"pth","","Peptidyl-tRNA hydrolase","2","2","1","87","270","","","","584","584","584","PHNCKJFH_03752","JLKMCBGM_00023"
